id	claim	source_url	source_locator	status
03-exposure-motion	Cognex says shorter exposure durations are better suited to stopping motion but require enough image intensity; its acquisition controls support external strobed illumination.	https://docs.cognex.com/isvidi_150/web/EN/Help_ISViDi/Content/Topics/Spreadsheet/VisionTools/AcquireImage.htm	excerpts/03-exposure-motion.txt — AcquireImage inputs “Exposure (ms)” and “Illumination”	checked-by:codex:2026-09-03
03-domino-range	Domino's R-Series supports code validation, preconfigured camera/lighting options and integration with coding systems; Domino says its sample lab tests customer code and product before commitment.	https://www.domino-printing.com/en-us/products/r-series	excerpts/03-domino-range.txt — “Flexible and Future-Proof” and sample-lab FAQ	checked-by:codex:2026-09-03
03-domino-range-competition	Domino's R-Series supports code validation, preconfigured camera/lighting options and integration with coding systems; Domino says its sample lab tests customer code and product before commitment.	https://www.domino-printing.com/en-us/products/r-series	excerpts/03-domino-range-competition.txt — “Flexible and Future-Proof” and sample-lab FAQ	checked-by:codex:2026-09-03
03-videojet-system	Videojet-Laetus offers systems for best-before and lot-code presence, OCR/OCV, printer synchronisation and SKU management, with IP67 cameras and polarized or diffuse lighting options.	https://www.videojet.com/us/homepage/products/vision-systems.html	excerpts/03-videojet-system.txt — “Consumer Confidence”, “Setup made easy”, and Videojet 5250 specifications	checked-by:codex:2026-09-03
03-videojet-system-competition	Videojet-Laetus offers systems for best-before and lot-code presence, OCR/OCV, printer synchronisation and SKU management, with IP67 cameras and polarized or diffuse lighting options.	https://www.videojet.com/us/homepage/products/vision-systems.html	excerpts/03-videojet-system-competition.txt — “Consumer Confidence”, “Setup made easy”, and Videojet 5250 specifications	checked-by:codex:2026-09-03
03-packcheck-product	PackCheck's Vi-Track product advertises recipe-controlled THT inspection, API control, eject integration and a web dashboard.	https://packcheck.nl/vitrack-platform/	excerpts/03-packcheck-product.txt — Vi-Track Intelligence, Automation, Dashboard and recipe-management sections	checked-by:codex:2026-09-03
03-packcheck-case	PackCheck says Vezet selected it to inspect film, codes and labels on vegetable bagging lines and provide inspection results in a web dashboard.	https://packcheck.nl/	excerpts/03-packcheck-case.txt — customer account “Ons proces nog beter geborgd”	checked-by:codex:2026-09-03
03-evis-product	Vision Partners' EVIS supports date, barcode, text and seal checks and integration with labeling software, MES and PLCs.	https://visionpartners.nl/en/products/evis-label-packaging-inspection-system/	excerpts/03-evis-product.txt — application and integration sections	checked-by:codex:2026-09-03
03-evis-channel	Vision Partners' published EVIS integrations overlap the proposed module's surrounding labeling, MES and PLC scope, making it a concrete but conflicted channel candidate.	https://visionpartners.nl/en/products/evis-label-packaging-inspection-system/	excerpts/03-evis-channel.txt — labeling-software and third-party-integration sections (facts underlying inference)	inference
03-incumbent-inference	The named printer vendors and Dutch integrators already cover most functional elements of the proposed inspection cell, so a generic OCR system has no credible product wedge.	https://packcheck.nl/vitrack-platform/	excerpts/03-incumbent-inference.txt — product-capability sentences from PackCheck, Domino, Videojet-Laetus and EVIS (facts underlying inference)	inference
03-machinery-date	The official corrigendum to Regulation 2023/1230 changes the Article 54 application date from 14 January 2027 to 20 January 2027.	https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1230R%2801%29	excerpts/03-machinery-date.txt — page 2, correction 10	checked-by:codex:2026-09-03
03-substantial-mod	Under Regulation 2023/1230, a person carrying out a substantial modification is treated as a manufacturer and bears conformity-assessment obligations for the affected machinery.	https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R1230	excerpts/03-substantial-mod.txt — Article 18	checked-by:codex:2026-09-03
03-prices	All prices, costs, volumes, margins, sample sizes and financial projections in the essay are author-designed validation hurdles, not observed market prices or market facts.	author-model	excerpts/03-prices.txt — “The first sale”, “Does the money work?”, and 90-day spending gate (author-designed model)	inference
03-stat-test	The independent holdout design, minimum trials, confidence-bound reporting and acceptance thresholds are author-designed validation hurdles; correlated production conditions limit probabilistic interpretation.	author-model	excerpts/03-stat-test.txt — “How the cell works—and how it is accepted” (author-designed protocol)	inference
03-liability-boundary	The proposed allocation of responsibility, indemnities, per-cell and rolling-annual liability caps, and EUR 2 million insurance requirement are contractual design hurdles, not observed customer or insurer terms.	author-model	excerpts/03-liability-boundary.txt — “Does the money work?”, liability paragraphs (author-designed terms)	inference
03-liability-stress	The EUR 100,000 claim stress and EUR 35,000 capped case are author-designed arithmetic, not forecasts of claim frequency or severity.	author-model	excerpts/03-liability-stress.txt — “Does the money work?”, mature-year stress paragraph (author-designed arithmetic)	inference
03-prospect-list	The ten company names are an outreach screen, not claims that those companies use an unprotected matching line or have expressed buying intent.	author-model	excerpts/03-prospect-list.txt — “The first sale” (author-designed outreach screen)	inference
03-lede-competition	Domino publishes printer-integrated camera/lighting capability, while PackCheck and Vision Partners publish reject, dashboard or PLC-integration scope; this makes them concrete substitutes around the proposed cell.	https://www.domino-printing.com/en-us/products/r-series	excerpts/03-lede-competition.txt — Domino, PackCheck and Vision Partners product-capability sentences (facts underlying inference)	inference
03-adjacent-substitutes	PackCheck and Vision Partners publish inspection menus extending beyond date-code checking into barcode, label, seal and other packaging controls, supporting referral to a broader integrator when a buyer wants broader scope.	https://packcheck.nl/vitrack-platform/	excerpts/03-adjacent-substitutes.txt — PackCheck and Vision Partners inspection-menu sentences (facts underlying inference)	inference
03-optics-light	Cognex says polarized lighting can reduce ambient-light interference and diffuse lighting provides even, glare-free illumination suited to shiny surfaces.	https://docs.cognex.com/dmst_2610/web/EN/HH_WebUI/Content/HH/Topics/External_Help/adjust-image.htm?TocPath=Code+Setup%7CAdjust+Image%7C_____0	excerpts/03-optics-light.txt — “Adjust Image”, lighting types	checked-by:codex:2026-09-03
03-optics-geometry	Cognex documentation says lens focal length, focus and aperture determine field of view and reading distance for the specified lens types.	https://docs.cognex.com/dmst_617/web/EN/DM360_Manual/Content/Topics/DM300_360_470_Manual/FOV.htm	excerpts/03-optics-geometry.txt — “Field of View and Reading Distances”	checked-by:codex:2026-09-03
03-component-rating	A conditionally IP67-rated camera component does not by itself establish that the installed cell meets the separate food-hygiene cleanability requirements.	https://docs.cognex.com/isvs_2620/web/EN/is3800-manual/Content/Topics/specifications/specifications-3800.htm	excerpts/03-component-rating.txt — Cognex “Protection” and Regulation 852/2004 Annex II Chapter V (facts underlying inference)	inference
03-broad-competition	PackCheck and Vision Partners publish inspection functions beyond the proposal's date-and-lot boundary, so describing their offers as broader is an author inference from their menus.	https://packcheck.nl/vitrack-platform/	excerpts/03-broad-competition.txt — PackCheck and Vision Partners inspection-menu sentences (facts underlying inference)	inference
03-ocr-availability	Cognex's published food-and-beverage OCR example shows that an off-the-shelf vision component is marketed for lot and expiry-code reading; commodity status is an author inference.	https://www.cognex.com/support/downloads/ns/1/11/35/In-Sight%203800%20Datasheet.pdf	excerpts/03-ocr-availability.txt — page 6, “OCR examples” (fact underlying inference)	inference
